x,y,u
0.424242,0.0606061,0.416417
0.434343,0.0606061,0.405353
0.444444,0.0606061,0.393948
0.454545,0.0606061,0.382251
0.464646,0.0606061,0.370312
0.474747,0.0606061,0.35818
0.484848,0.0606061,0.345907
0.494949,0.0606061,0.333544
0.505051,0.0606061,0.321143
0.515152,0.0606061,0.308756
0.525253,0.0606061,0.296435
0.535354,0.0606061,0.284231
0.545455,0.0606061,0.272194
0.555556,0.0606061,0.260376
0.565657,0.0606061,0.248824
0.575758,0.0606061,0.237587
0.585859,0.0606061,0.226711
0.59596,0.0606061,0.216242
0.606061,0.0606061,0.206223
0.616162,0.0606061,0.196694
0.626263,0.0606061,0.187697
0.636364,0.0606061,0.179267
0.646465,0.0606061,0.171441
0.656566,0.0606061,0.16425
0.666667,0.0606061,0.157724
0.676768,0.0606061,0.15189
0.686869,0.0606061,0.146773
0.69697,0.0606061,0.142394
0.707071,0.0606061,0.138772
0.717172,0.0606061,0.135921
0.727273,0.0606061,0.133854
0.737374,0.0606061,0.132579
0.747475,0.0606061,0.132104
0.757576,0.0606061,0.132429
0.767677,0.0606061,0.133554
0.777778,0.0606061,0.135475
0.787879,0.0606061,0.138185
0.79798,0.0606061,0.141673
0.808081,0.0606061,0.145925
0.818182,0.0606061,0.150924
0.828283,0.0606061,0.15665
0.838384,0.0606061,0.16308
0.848485,0.0606061,0.170188
0.858586,0.0606061,0.177944
0.868687,0.0606061,0.186317
0.878788,0.0606061,0.195271
0.888889,0.0606061,0.204769
0.89899,0.0606061,0.214771
0.909091,0.0606061,0.225232
0.919192,0.0606061,0.236108
0.929293,0.0606061,0.247349
0.939394,0.0606061,0.258904
0.949495,0.0606061,0.270716
0.959596,0.0606061,0.282727
0.969697,0.0606061,0.294872
0.979798,0.0606061,0.307079
0.989899,0.0606061,0.319269
1,0.0606061,0.331347
0.343434,0.0707071,0.532434
0.353535,0.0707071,0.525746
0.363636,0.0707071,0.518384
0.373737,0.0707071,0.510383
0.383838,0.0707071,0.501779
0.393939,0.0707071,0.492611
0.40404,0.0707071,0.48292
0.414141,0.0707071,0.472747
0.424242,0.0707071,0.462138
0.434343,0.0707071,0.451137
0.444444,0.0707071,0.439794
0.454545,0.0707071,0.428155
0.464646,0.0707071,0.416271
0.474747,0.0707071,0.404193
0.484848,0.0707071,0.391971
0.494949,0.0707071,0.379657
0.505051,0.0707071,0.367304
0.515152,0.0707071,0.354962
0.525253,0.0707071,0.342685
0.535354,0.0707071,0.330523
0.545455,0.0707071,0.318528
0.555556,0.0707071,0.306748
0.565657,0.0707071,0.295235
0.575758,0.0707071,0.284034
0.585859,0.0707071,0.273194
0.59596,0.0707071,0.26276
0.606061,0.0707071,0.252774
0.616162,0.0707071,0.243278
0.626263,0.0707071,0.234312
0.636364,0.0707071,0.225913
0.646465,0.0707071,0.218116
0.656566,0.0707071,0.210954
0.666667,0.0707071,0.204456
0.676768,0.0707071,0.19865
0.686869,0.0707071,0.193559
0.69697,0.0707071,0.189206
0.707071,0.0707071,0.185609
0.717172,0.0707071,0.182782
0.727273,0.0707071,0.180739
0.737374,0.0707071,0.179488
0.747475,0.0707071,0.179035
0.757576,0.0707071,0.179381
0.767677,0.0707071,0.180528
0.777778,0.0707071,0.18247
0.787879,0.0707071,0.1852
0.79798,0.0707071,0.188707
0.808081,0.0707071,0.192978
0.818182,0.0707071,0.197995
0.828283,0.0707071,0.203739
0.838384,0.0707071,0.210187
0.848485,0.0707071,0.217311
0.858586,0.0707071,0.225083
0.868687,0.0707071,0.233471
0.878788,0.0707071,0.24244
0.888889,0.0707071,0.251952
0.89899,0.0707071,0.261967
0.909091,0.0707071,0.272441
0.919192,0.0707071,0.283327
0.929293,0.0707071,0.294577
0.939394,0.0707071,0.306136
0.949495,0.0707071,0.317947
0.959596,0.0707071,0.329948
0.969697,0.0707071,0.342068
0.979798,0.0707071,0.354229
0.989899,0.0707071,0.366337
1,0.0707071,0.378279
0.343434,0.0808081,0.551783
0.353535,0.0808081,0.545184
0.363636,0.0808081,0.537909
0.373737,0.0808081,0.52999
0.383838,0.0808081,0.521465
0.393939,0.0808081,0.512373
0.40404,0.0808081,0.502754
0.414141,0.0808081,0.49265
0.424242,0.0808081,0.482106
0.434343,0.0808081,0.471169
0.444444,0.0808081,0.459885
0.454545,0.0808081,0.448304
0.464646,0.0808081,0.436475
0.474747,0.0808081,0.424449
0.484848,0.0808081,0.412278
0.494949,0.0808081,0.400013
0.505051,0.0808081,0.387706
0.515152,0.0808081,0.37541
0.525253,0.0808081,0.363176
0.535354,0.0808081,0.351055
0.545455,0.0808081,0.3391
0.555556,0.0808081,0.32736
0.565657,0.0808081,0.315884
0.575758,0.0808081,0.30472
0.585859,0.0808081,0.293916
0.59596,0.0808081,0.283516
0.606061,0.0808081,0.273563
0.616162,0.0808081,0.2641
0.626263,0.0808081,0.255165
0.636364,0.0808081,0.246797
0.646465,0.0808081,0.23903
0.656566,0.0808081,0.231897
0.666667,0.0808081,0.225427
0.676768,0.0808081,0.219648
0.686869,0.0808081,0.214584
0.69697,0.0808081,0.210257
0.707071,0.0808081,0.206685
0.717172,0.0808081,0.203883
0.727273,0.0808081,0.201864
0.737374,0.0808081,0.200636
0.747475,0.0808081,0.200205
0.757576,0.0808081,0.200574
0.767677,0.0808081,0.201742
0.777778,0.0808081,0.203705
0.787879,0.0808081,0.206456
0.79798,0.0808081,0.209983
0.808081,0.0808081,0.214273
0.818182,0.0808081,0.21931
0.828283,0.0808081,0.225073
0.838384,0.0808081,0.231538
0.848485,0.0808081,0.23868
0.858586,0.0808081,0.24647
0.868687,0.0808081,0.254875
0.878788,0.0808081,0.263861
0.888889,0.0808081,0.273391
0.89899,0.0808081,0.283422
0.909091,0.0808081,0.293913
0.919192,0.0808081,0.304816
0.929293,0.0808081,0.316081
0.939394,0.0808081,0.327656
0.949495,0.0808081,0.339482
0.959596,0.0808081,0.351494
0.969697,0.0808081,0.36362
0.979798,0.0808081,0.375778
0.989899,0.0808081,0.387867
1,0.0808081,0.399765
0.343434,0.0909091,0.542302
0.353535,0.0909091,0.535791
0.363636,0.0909091,0.5286
0.373737,0.0909091,0.520763
0.383838,0.0909091,0.512315
0.393939,0.0909091,0.503297
0.40404,0.0909091,0.493748
0.414141,0.0909091,0.483712
0.424242,0.0909091,0.473233
0.434343,0.0909091,0.462357
0.444444,0.0909091,0.451132
0.454545,0.0909091,0.439607
0.464646,0.0909091,0.427833
0.474747,0.0909091,0.415858
0.484848,0.0909091,0.403737
0.494949,0.0909091,0.391519
0.505051,0.0909091,0.379259
0.515152,0.0909091,0.367006
0.525253,0.0909091,0.354815
0.535354,0.0909091,0.342736
0.545455,0.0909091,0.330821
0.555556,0.0909091,0.319119
0.565657,0.0909091,0.307681
0.575758,0.0909091,0.296553
0.585859,0.0909091,0.285784
0.59596,0.0909091,0.275418
0.606061,0.0909091,0.265499
0.616162,0.0909091,0.256068
0.626263,0.0909091,0.247165
0.636364,0.0909091,0.238827
0.646465,0.0909091,0.23109
0.656566,0.0909091,0.223985
0.666667,0.0909091,0.217544
0.676768,0.0909091,0.211792
0.686869,0.0909091,0.206755
0.69697,0.0909091,0.202454
0.707071,0.0909091,0.198907
0.717172,0.0909091,0.19613
0.727273,0.0909091,0.194135
0.737374,0.0909091,0.192931
0.747475,0.0909091,0.192523
0.757576,0.0909091,0.192915
0.767677,0.0909091,0.194105
0.777778,0.0909091,0.196089
0.787879,0.0909091,0.198861
0.79798,0.0909091,0.202409
0.808081,0.0909091,0.206719
0.818182,0.0909091,0.211776
0.828283,0.0909091,0.217558
0.838384,0.0909091,0.224043
0.848485,0.0909091,0.231204
0.858586,0.0909091,0.239013
0.868687,0.0909091,0.247437
0.878788,0.0909091,0.256442
0.888889,0.0909091,0.265991
0.89899,0.0909091,0.276043
0.909091,0.0909091,0.286555
0.919192,0.0909091,0.297481
0.929293,0.0909091,0.308772
0.939394,0.0909091,0.320375
0.949495,0.0909091,0.332231
0.959596,0.0909091,0.344278
0.969697,0.0909091,0.356444
0.979798,0.0909091,0.368647
0.989899,0.0909091,0.38079
1,0.0909091,0.392751
0.343434,0.10101,0.505039
0.353535,0.10101,0.498614
0.363636,0.10101,0.491506
0.373737,0.10101,0.483747
0.383838,0.10101,0.475376
0.393939,0.10101,0.46643
0.40404,0.10101,0.45695
0.414141,0.10101,0.44698
0.424242,0.10101,0.436564
0.434343,0.10101,0.425749
0.444444,0.10101,0.414582
0.454545,0.10101,0.403112
0.464646,0.10101,0.39139
0.474747,0.10101,0.379466
0.484848,0.10101,0.367393
0.494949,0.10101,0.355223
0.505051,0.10101,0.343007
0.515152,0.10101,0.330798
0.525253,0.10101,0.318649
0.535354,0.10101,0.30661
0.545455,0.10101,0.294734
0.555556,0.10101,0.283071
0.565657,0.10101,0.271669
0.575758,0.10101,0.260578
0.585859,0.10101,0.249844
0.59596,0.10101,0.239512
0.606061,0.10101,0.229625
0.616162,0.10101,0.220226
0.626263,0.10101,0.211355
0.636364,0.10101,0.203048
0.646465,0.10101,0.19534
0.656566,0.10101,0.188264
0.666667,0.10101,0.181851
0.676768,0.10101,0.176127
0.686869,0.10101,0.171117
0.69697,0.10101,0.166842
0.707071,0.10101,0.163321
0.717172,0.10101,0.160569
0.727273,0.10101,0.158598
0.737374,0.10101,0.157418
0.747475,0.10101,0.157034
0.757576,0.10101,0.157448
0.767677,0.10101,0.158661
0.777778,0.10101,0.160667
0.787879,0.10101,0.16346
0.79798,0.10101,0.167029
0.808081,0.10101,0.17136
0.818182,0.10101,0.176437
0.828283,0.10101,0.182239
0.838384,0.10101,0.188744
0.848485,0.10101,0.195925
0.858586,0.10101,0.203754
0.868687,0.10101,0.2122
0.878788,0.10101,0.221226
0.888889,0.10101,0.230797
0.89899,0.10101,0.240873
0.909091,0.10101,0.251411
0.919192,0.10101,0.262366
0.929293,0.10101,0.27369
0.939394,0.10101,0.285332
0.949495,0.10101,0.297235
0.959596,0.10101,0.309339
0.969697,0.10101,0.321578
0.979798,0.10101,0.333875
0.989899,0.10101,0.34614
1,0.10101,0.358266
0.343434,0.111111,0.445027
0.353535,0.111111,0.438686
0.363636,0.111111,0.431658
0.373737,0.111111,0.423977
0.383838,0.111111,0.41568
0.393939,0.111111,0.406805
0.40404,0.111111,0.397393
0.414141,0.111111,0.387488
0.424242,0.111111,0.377133
0.434343,0.111111,0.366377
0.444444,0.111111,0.355266
0.454545,0.111111,0.34385
0.464646,0.111111,0.332179
0.474747,0.111111,0.320305
0.484848,0.111111,0.308279
0.494949,0.111111,0.296154
0.505051,0.111111,0.283982
0.515152,0.111111,0.271816
0.525253,0.111111,0.259708
0.535354,0.111111,0.24771
0.545455,0.111111,0.235872
0.555556,0.111111,0.224246
0.565657,0.111111,0.212881
0.575758,0.111111,0.201826
0.585859,0.111111,0.191126
0.59596,0.111111,0.180827
0.606061,0.111111,0.170974
0.616162,0.111111,0.161607
0.626263,0.111111,0.152766
0.636364,0.111111,0.14449
0.646465,0.111111,0.136812
0.656566,0.111111,0.129765
0.666667,0.111111,0.12338
0.676768,0.111111,0.117684
0.686869,0.111111,0.1127
0.69697,0.111111,0.108452
0.707071,0.111111,0.104957
0.717172,0.111111,0.10223
0.727273,0.111111,0.100284
0.737374,0.111111,0.0991273
0.747475,0.111111,0.0987666
0.757576,0.111111,0.0992041
0.767677,0.111111,0.100439
0.777778,0.111111,0.102468
0.787879,0.111111,0.105282
0.79798,0.111111,0.108873
0.808081,0.111111,0.113225
0.818182,0.111111,0.118323
0.828283,0.111111,0.124146
0.838384,0.111111,0.130672
0.848485,0.111111,0.137875
0.858586,0.111111,0.145725
0.868687,0.111111,0.154193
0.878788,0.111111,0.163242
0.888889,0.111111,0.172838
0.89899,0.111111,0.18294
0.909091,0.111111,0.193508
0.919192,0.111111,0.204497
0.929293,0.111111,0.21586
0.939394,0.111111,0.227549
0.949495,0.111111,0.239512
0.959596,0.111111,0.251693
0.969697,0.111111,0.264031
0.979798,0.111111,0.27646
0.989899,0.111111,0.288906
1,0.111111,0.301282
0.343434,0.121212,0.370566
0.353535,0.121212,0.364306
0.363636,0.121212,0.357357
0.373737,0.121212,0.349751
0.383838,0.121212,0.341527
0.393939,0.121212,0.332721
0.40404,0.121212,0.323376
0.414141,0.121212,0.313533
0.424242,0.121212,0.303239
0.434343,0.121212,0.292539
0.444444,0.121212,0.281483
0.454545,0.121212,0.270119
0.464646,0.121212,0.258498
0.474747,0.121212,0.246672
0.484848,0.121212,0.234692
0.494949,0.121212,0.222612
0.505051,0.121212,0.210483
0.515152,0.121212,0.198358
0.525253,0.121212,0.18629
0.535354,0.121212,0.174331
0.545455,0.121212,0.162532
0.555556,0.121212,0.150943
0.565657,0.121212,0.139614
0.575758,0.121212,0.128593
0.585859,0.121212,0.117927
0.59596,0.121212,0.107662
0.606061,0.121212,0.0978411
0.616162,0.121212,0.088506
0.626263,0.121212,0.0796965
0.636364,0.121212,0.0714499
0.646465,0.121212,0.0638015
0.656566,0.121212,0.0567839
0.666667,0.121212,0.0504271
0.676768,0.121212,0.0447583
0.686869,0.121212,0.0398022
0.69697,0.121212,0.03558
0.707071,0.121212,0.0321105
0.717172,0.121212,0.0294089
0.727273,0.121212,0.0274876
0.737374,0.121212,0.0263555
0.747475,0.121212,0.0260187
0.757576,0.121212,0.0264795
0.767677,0.121212,0.0277375
0.777778,0.121212,0.0297885
0.787879,0.121212,0.0326254
0.79798,0.121212,0.0362378
0.808081,0.121212,0.040612
0.818182,0.121212,0.0457315
0.828283,0.121212,0.0515763
0.838384,0.121212,0.0581237
0.848485,0.121212,0.0653481
0.858586,0.121212,0.073221
0.868687,0.121212,0.0817112
0.878788,0.121212,0.0907852
0.888889,0.121212,0.100407
0.89899,0.121212,0.110538
0.909091,0.121212,0.121137
0.919192,0.121212,0.132163
0.929293,0.121212,0.14357
0.939394,0.121212,0.155313
0.949495,0.121212,0.167343
0.959596,0.121212,0.179611
0.969697,0.121212,0.192066
0.979798,0.121212,0.204652
0.989899,0.121212,0.217315
1,0.121212,0.229994
0.343434,0.131313,0.29203
0.353535,0.131313,0.28585
0.363636,0.131313,0.278978
0.373737,0.131313,0.271447
0.383838,0.131313,0.263294
0.393939,0.131313,0.254556
0.40404,0.131313,0.245275
0.414141,0.131313,0.235494
0.424242,0.131313,0.225258
0.434343,0.131313,0.214613
0.444444,0.131313,0.203609
0.454545,0.131313,0.192296
0.464646,0.131313,0.180723
0.474747,0.131313,0.168943
0.484848,0.131313,0.157008
0.494949,0.131313,0.14497
0.505051,0.131313,0.132883
0.515152,0.131313,0.120799
0.525253,0.131313,0.10877
0.535354,0.131313,0.096849
0.545455,0.131313,0.0850868
0.555556,0.131313,0.0735342
0.565657,0.131313,0.0622406
0.575758,0.131313,0.0512544
0.585859,0.131313,0.0406225
0.59596,0.131313,0.0303904
0.606061,0.131313,0.0206016
0.616162,0.131313,0.011298
0.626263,0.131313,0.00251928
0.636364,0.131313,-0.00569713
0.646465,0.131313,-0.0133161
0.656566,0.131313,-0.0203048
0.666667,0.131313,-0.0266334
0.676768,0.131313,-0.0322746
0.686869,0.131313,-0.0372037
0.69697,0.131313,-0.0413994
0.707071,0.131313,-0.044843
0.717172,0.131313,-0.0475192
0.727273,0.131313,-0.0494156
0.737374,0.131313,-0.0505232
0.747475,0.131313,-0.050836
